state/district,TOTAL 2012,Republican % 2012,REPUBLICAN 2012,Democrat % 2012,DEMOCRAT 2012,OTHER 2012,Comp. 2012,TOTAL 2016,Republican % 2016,REPUBLICAN 2016,Democrat % 2010,DEMOCRAT 2016,OTHER 2016,Comp. 2016,TOTAL 2020,Republican % 2020,REPUBLICAN 2020,Democrat % 2020,DEMOCRAT 2020,OTHER 2020,Comp. 2020,Min(Comp),Max(Comp),StdDev(Comp),Mean(Comp),Prediction(538) Republican,Prediction(538) Democrat,Prediction(538) Other,Predicted_Comp
UTAH 3,259547,0.766057785,198828,0.233942215,60719,0,0.766057785,285305,0.734613834,209589,0.265386166,75716,0,0.734613834,358927,0.687253954,246674,0.267650525,96067,16186,0.687253954,0.687253954,0.766057785,0.032389512,0.729308525,0.99,0.005,0.005,0.99
UTAH 4,245277,0.485308447,119035,0.488439601,119803,6439,0.488439601,274569,0.537558865,147597,0.413058284,113413,13559,0.537558865,376730,0.47696759,179688,0.466973695,175923,21119,0.47696759,0.47696759,0.537558865,0.026279717,0.500988685,0.435,0.56,0.005,0.56
VERMONT 0,289931,0.232962326,67543,0.719481532,208600,13788,0.719481532,320467,0,0,0.825089635,264414,56053,0.825089635,370968,0.258324168,95830,0.643794074,238827,36311,0.643794074,0.643794074,0.825089635,0.074348835,0.72945508,0.005,0.99,0.005,0.99
VIRGINIA 1,356806,0.562896924,200845,0.412089483,147036,8925,0.562896924,384601,0.598576187,230213,0.36605469,140785,13603,0.598576187,448178,0.581496637,260614,0.417073127,186923,641,0.581496637,0.562896924,0.598576187,0.014570404,0.580989916,0.93,0.065,0.005,0.93
VIRGINIA 10,366444,0.584094705,214038,0.387573545,142024,10382,0.584094705,400083,0.526868175,210791,0.469182645,187712,1580,0.526868175,475546,0.433718294,206253,0.565106215,268734,559,0.565106215,0.526868175,0.584094705,0.023799127,0.558689698,0.005,0.99,0.005,0.99
VIRGINIA 11,332243,0.354866769,117902,0.609812697,202606,11735,0.609812697,282003,0,0,0.878777885,247818,34185,0.878777885,393241,0.28323598,111380,0.713875206,280725,1136,0.713875206,0.609812697,0.878777885,0.110737012,0.734155263,0.01,0.99,0,0.99
VIRGINIA 2,309222,0.53757818,166231,0.460989192,142548,443,0.53757818,310567,0.613313713,190475,0.384586901,119440,652,0.613313713,360277,0.458066987,165031,0.51552833,185733,9513,0.51552833,0.51552833,0.613313713,0.041878194,0.555473408,0.13,0.87,0,0.87
VIRGINIA 3,318936,0.184773748,58931,0.8126991,259199,806,0.8126991,312340,0.330694115,103289,0.667019914,208337,714,0.667019914,341361,0.314327061,107299,0.683516863,233326,736,0.683516863,0.667019914,0.8126991,0.065134582,0.721078626,0.01,0.99,0,0.99
VIRGINIA 4,350046,0.569330888,199292,0.429057895,150190,564,0.569330888,346656,0.42039082,145731,0.577333149,200136,789,0.577333149,391345,0.38233528,149625,0.616187763,241142,578,0.616187763,0.569330888,0.616187763,0.020464831,0.587617266,0.01,0.99,0,0.99
VIRGINIA 5,348111,0.554446714,193009,0.428639141,149214,5888,0.554446714,356756,0.582353205,207758,0.415799594,148339,659,0.582353205,402317,0.524432226,210988,0.473047373,190315,1014,0.524432226,0.524432226,0.582353205,0.02365136,0.553744048,0.51,0.49,0,0.51
VIRGINIA 6,323893,0.652308015,211278,0.34563575,111949,666,0.652308015,338409,0.666267741,225471,0.331462816,112170,768,0.666267741,381813,0.645881623,246606,0.352866456,134729,478,0.645881623,0.645881623,0.666267741,0.008509905,0.654819126,0.99,0.005,0.005,0.99
VIRGINIA 7,381909,0.583864219,222983,0.413742541,158012,914,0.583864219,379163,0.575100946,218057,0.422401447,160159,947,0.575100946,454339,0.489993155,222623,0.508195422,230893,823,0.508195422,0.508195422,0.583864219,0.033794988,0.555720196,0.21,0.79,0,0.79
VIRGINIA 8,351187,0.305734552,107370,0.645943614,226847,16970,0.645943614,360676,0.272784993,98387,0.683863079,246653,15636,0.683863079,397745,0.239764171,95365,0.757907705,301454,926,0.757907705,0.645943614,0.757907705,0.04649546,0.695904799,0.01,0.99,0,0.99
VIRGINIA 9,301658,0.612886116,184882,0.385867439,116400,376,0.612886116,310314,0.685879464,212838,0.283187352,87877,9599,0.685879464,289274,0.939769907,271851,0,0,17423,0.939769907,0.612886116,0.939769907,0.14009576,0.746178496,0.99,0,0.01,0.99
WASHINGTON 1,328212,0.460638246,151187,0.539361754,177025,0,0.539361754,349398,0.445849719,155779,0.554150281,193619,0,0.554150281,426862,0.413264709,176407,0.585538183,249944,511,0.585538183,0.539361754,0.585538183,0.019253177,0.559683406,0.99,0.01,0,0.99
WASHINGTON 10,278417,0.414417941,115381,0.585582059,163036,0,0.585582059,290564,0.413347834,120104,0.586652166,170460,0,0.586652166,340407,0,0,0.84891615,288977,51430,0.84891615,0.585582059,0.84891615,0.123885425,0.673716792,0,1,0,1
WASHINGTON 2,302291,0.388582525,117465,0.611417475,184826,0,0.611417475,325408,0.359837496,117094,0.640162504,208314,0,0.640162504,404598,0.366744275,148384,0.630878057,255252,962,0.630878057,0.611417475,0.640162504,0.011977719,0.627486012,0.01,0.99,0,0.99
WASHINGTON 3,293884,0.603796056,177446,0.396203944,116438,0,0.603796056,313277,0.617526981,193457,0.382473019,119820,0,0.617526981,417903,0.563716939,235579,0.433945198,181347,977,0.563716939,0.563716939,0.617526981,0.022828818,0.595013325,0.82,0.18,0,0.82
WASHINGTON 4,233689,0.662200617,154749,0.337799383,78940,0,0.662200617,229919,1,229919,0,0,0,1,305263,0.662078273,202108,0.336323105,102667,488,0.662078273,0.662078273,1,0.159269001,0.77475963,0.99,0.01,0,0.99
WASHINGTON 5,308578,0.619182184,191066,0.380817816,117512,0,0.619182184,323534,0.596410269,192959,0.403589731,130575,0,0.596410269,404360,0.612857355,247815,0.385144426,155737,808,0.612857355,0.596410269,0.619182184,0.00959786,0.609483269,0.98,0.02,0,0.98
WASHINGTON 6,316386,0.410021303,129725,0.589978697,186661,0,0.589978697,327834,0.384694693,126116,0.615305307,201718,0,0.615305307,417216,0.404545847,168783,0.593047726,247429,1004,0.593047726,0.589978697,0.615305307,0.011285468,0.59944391,0.01,0.99,0,0.99
WASHINGTON 7,374580,0.203459875,76212,0.796540125,298368,0,0.796540125,378754,0,0,1,378754,0,1,466462,0.167730705,78240,0.829883249,387109,1113,0.829883249,0.796540125,1,0.089098818,0.875474458,0.01,0.99,0,0.99
WASHINGTON 8,302090,0.596524215,180204,0.403475785,121886,0,0.596524215,320865,0.601950976,193145,0.398049024,127720,0,0.601950976,412112,0.481478336,198423,0.517148251,213123,566,0.517148251,0.517148251,0.601950976,0.038760655,0.571874481,0.04,0.96,0,0.96
WASHINGTON 9,268139,0.283826672,76105,0.716173328,192034,0,0.716173328,281482,0.271125685,76317,0.728874315,205165,0,0.728874315,349050,0.256974645,89697,0.741357972,258771,582,0.741357972,0.716173328,0.741357972,0.010281715,0.728801872,0.01,0.99,0,0.99
WEST VIRGINIA 1,214151,0.624834813,133809,0.375165187,80342,0,0.624834813,237003,0.689733885,163469,0.310266115,73534,0,0.689733885,261723,0.689614593,180488,0.310163799,81177,58,0.689614593,0.624834813,0.689733885,0.030565637,0.668061097,0.99,0.005,0.005,0.99
WEST VIRGINIA 2,226766,0.697661907,158206,0.302338093,68560,0,0.697661907,242014,0.581813449,140807,0.418186551,101207,0,0.581813449,272994,0.630764779,172195,0.369235221,100799,0,0.630764779,0.581813449,0.697661907,0.047483709,0.636746712,0.99,0.01,0,0.99
WEST VIRGINIA 3,200437,0.460184497,92238,0.539815503,108199,0,0.539815503,207332,0.678819478,140741,0.239750738,49708,16883,0.678819478,226668,0.712870807,161585,0.286440962,64927,156,0.712870807,0.539815503,0.712870807,0.07485522,0.643835263,0.99,0.01,0,0.99
WISCONSIN 1,365058,0.549016869,200423,0.433942004,158414,6221,0.549016869,354245,0.649471411,230072,0.302059309,107003,17170,0.649471411,401754,0.593076858,238271,0.406144058,163170,313,0.593076858,0.549016869,0.649471411,0.041113317,0.597188379,0.99,0.01,0,0.99
WISCONSIN 2,390898,0.318965561,124683,0.679005776,265422,793,0.679005776,398060,0.311621364,124044,0.6871753,273537,479,0.6871753,457205,0.302503253,138306,0.696674358,318523,376,0.696674358,0.679005776,0.696674358,0.007219972,0.687618478,0.01,0.99,0,0.99
WISCONSIN 3,339764,0.358228064,121713,0.640774184,217712,339,0.640774184,260370,0,0,0.988596997,257401,2969,0.988596997,389618,0.486435432,189524,0.512989646,199870,224,0.512989646,0.512989646,0.988596997,0.200973174,0.714120276,0.16,0.84,0,0.84
WISCONSIN 4,325788,0.247974143,80787,0.722116837,235257,9744,0.722116837,286909,0,0,0.767424514,220181,66728,0.767424514,311697,0.227044213,70769,0.746455693,232668,8260,0.746455693,0.722116837,0.767424514,0.01851383,0.745332348,0.005,0.99,0.005,0.99
WISCONSIN 5,369664,0.677196048,250335,0.320501861,118478,851,0.677196048,390844,0.667033394,260706,0.29289691,114477,15661,0.667033394,441599,0.601074731,265434,0.398329706,175902,263,0.601074731,0.601074731,0.677196048,0.033744596,0.648434724,0.99,0.01,0,0.99
WISCONSIN 6,359745,0.621162212,223460,0.37782596,135921,364,0.621162212,357183,0.571547358,204147,0.372559724,133072,19964,0.571547358,403333,0.592250076,238874,0.407204469,164239,220,0.592250076,0.571547358,0.621162212,0.020347394,0.594986549,0.98,0.02,0,0.98
WISCONSIN 7,359669,0.560849003,201720,0.437969355,157524,425,0.560849003,362271,0.616715111,223418,0.382705212,138643,210,0.616715111,415007,0.607334334,252048,0.392140374,162741,218,0.607334334,0.560849003,0.616715111,0.02442655,0.594966149,0.97,0.03,0,0.97
WISCONSIN 8,355464,0.55947719,198874,0.439670403,156287,303,0.55947719,363780,0.62645555,227892,0.372978174,135682,206,0.62645555,417838,0.641810941,268173,0.357932979,149558,107,0.641810941,0.55947719,0.641810941,0.03574716,0.609247894,0.99,0.01,0,0.99
WYOMING 0,250700,0.663948943,166452,0.229648983,57573,26675,0.663948943,258788,0.603490115,156176,0.291613212,75466,27146,0.603490115,278503,0.666894073,185732,0.23904949,66576,26195,0.666894073,0.603490115,0.666894073,0.029219486,0.64477771,0.99,0.01,0,0.99
